class,petal-shape,petal-surface,petal-color,petal-secondary-color,thorns,scent,fruit-taste,fruit-spacing,fruit-size,fruit-color,root,stem,stem-surface-primary,stem-surface-secondary,seed-color,seed-size,reproductive-organ-color,reproductive-organ,receptacle-shape,seed-dispersal,population,habitat
e,f,y,n,p,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,e,w,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,v,d
e,f,y,n,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,g,w,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,y,d
e,f,f,n,p,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,g,g,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,e,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,v,d
e,x,y,n,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,g,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,x,f,e,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,n,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,n,g,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,n,y,d
e,f,y,g,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,v,d
e,x,f,n,p,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,v,d
e,x,y,e,p,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
e,f,f,n,p,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,n,g,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,e,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,y,d
e,x,y,e,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,g,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,v,d
e,x,f,g,w,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,v,d
e,f,f,e,w,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,v,d
e,x,f,n,w,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,y,d
e,x,y,e,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,g,p,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,g,w,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,y,d
e,x,f,e,p,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,v,d
e,f,f,n,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,n,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,g,g,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,v,d
e,x,f,w,w,f,n,f,w,b,h,e,t,s,f,w,p,w,o,e,n,s,g
e,f,y,g,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,y,d
e,f,s,g,w,f,n,f,w,b,n,e,t,f,f,w,p,w,o,e,n,s,g
e,f,f,n,g,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,y,d
e,x,y,e,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
p,f,y,w,w,t,p,f,c,n,w,e,e,s,s,w,p,w,o,p,n,s,u
e,x,y,g,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
e,x,f,g,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,e,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,g,g,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,v,d
e,x,y,n,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,y,d
e,x,y,e,p,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,n,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,v,d
e,x,y,n,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,y,d
e,f,f,n,g,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,g,g,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,n,w,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,y,d
e,x,f,e,w,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,n,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,e,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,v,d
e,f,s,w,w,f,n,f,w,b,k,e,t,s,s,w,p,w,o,e,n,a,g
e,x,y,n,g,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,v,d
e,x,f,g,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,n,p,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
e,x,f,e,g,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,y,d
e,f,f,n,g,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,y,d
e,x,f,n,w,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,n,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,y,d
p,f,s,w,w,t,p,f,c,n,w,e,e,s,s,w,p,w,o,p,n,v,u
e,x,f,g,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,v,d
e,f,s,w,w,f,n,f,w,b,k,e,t,s,s,w,p,w,o,e,k,s,g
e,x,s,g,w,f,n,f,w,b,p,e,t,s,f,w,p,w,o,e,n,s,g
e,x,f,g,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,n,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,e,g,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,g,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,n,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,n,v,d
p,x,f,g,n,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
e,x,y,e,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,n,w,f,n,f,w,b,h,e,t,s,s,w,p,w,o,e,k,a,g
p,x,s,w,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,n,v,g
e,x,y,g,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,y,d
e,f,f,n,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,v,d
e,x,f,n,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,g,p,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,k,v,d
e,x,y,g,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,n,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,v,d
e,f,f,n,g,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,k,y,d
e,x,f,g,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,g,g,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,e,g,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,e,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
p,x,s,w,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,k,v,g
e,f,f,g,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,v,d
e,x,f,g,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,v,d
e,f,y,e,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,v,d
e,f,y,g,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,v,d
e,x,y,n,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,e,g,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,n,y,d
e,x,f,e,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,n,y,d
e,x,y,e,g,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
e,f,f,g,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,g,w,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,n,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,g,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,v,d
e,x,f,g,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,n,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,y,d
e,f,f,n,g,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,n,g,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,n,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,y,d
e,f,f,n,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,x,f,n,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,n,g,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,n,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,y,d
e,f,f,g,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,y,d
e,x,f,e,w,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,y,d
e,f,f,n,g,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,v,d
p,x,s,p,w,f,c,f,c,n,g,b,e,s,s,w,p,w,o,p,k,v,d
e,x,f,e,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,y,d
e,f,f,n,p,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,n,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,f,f,e,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,v,d
e,x,y,e,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,g,w,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,g,p,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,y,d
e,x,f,g,g,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,v,d
e,x,f,g,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,y,d
e,f,f,g,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,e,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,v,d
e,f,y,n,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,y,d
e,f,y,e,g,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,k,v,d
e,x,y,g,w,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,y,d
e,x,y,g,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,x,f,g,p,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
p,x,f,g,b,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,y,g
e,x,y,n,w,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,v,d
e,x,y,e,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,y,d
e,x,f,n,p,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,n,y,d
e,f,f,n,p,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,v,d
e,f,f,g,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
e,f,f,g,p,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,n,y,d
e,x,y,g,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,n,y,d
e,x,f,g,w,f,n,f,w,b,k,e,t,s,f,w,p,w,o,e,n,a,g
e,x,y,g,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
e,x,f,e,w,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,y,d
e,f,f,n,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,v,d
e,x,y,e,g,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,y,d
e,x,f,g,w,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,n,v,d
e,x,f,n,g,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,y,d
e,x,y,e,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,n,v,d
e,x,f,n,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,g,w,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,g,g,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,g,w,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,n,p,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,y,d
e,x,f,g,g,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,n,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,e,p,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,v,d
e,x,f,n,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,g,g,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,g,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,x,f,g,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,v,d
e,x,f,n,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,g,p,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,g,w,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,e,w,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,n,p,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,g,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,y,d
p,f,y,n,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,k,s,u
e,x,s,g,w,f,n,f,w,b,n,e,t,f,s,w,p,w,o,e,n,s,g
e,x,f,g,g,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,v,d
e,x,f,e,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,y,d
p,x,s,p,w,f,c,f,w,n,u,b,e,s,s,w,p,w,o,p,n,s,d
e,x,y,n,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,x,f,e,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,n,w,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,n,y,d
e,x,y,e,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,v,d
e,x,s,w,w,f,n,f,w,b,k,e,t,s,s,w,p,w,o,e,n,s,g
e,f,f,g,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,g,g,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,g,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,v,d
e,x,f,e,g,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,y,d
e,x,y,g,p,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,v,d
e,x,y,g,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,n,v,d
e,x,f,e,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,y,d
p,f,y,w,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,n,v,u
e,f,f,n,w,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,y,d
e,x,f,e,g,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
e,x,f,e,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,g,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,f,s,w,w,f,n,f,w,b,h,e,t,f,f,w,p,w,o,e,k,s,g
e,x,f,n,w,f,n,f,w,b,k,e,t,f,s,w,p,w,o,e,n,a,g
e,x,f,n,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,n,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,v,d
e,x,y,e,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,y,d
e,x,y,e,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,e,p,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,n,y,d
e,f,f,n,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,x,f,g,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,e,w,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,e,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,n,v,d
p,x,s,w,w,f,c,f,w,n,p,b,e,s,s,w,p,w,o,p,n,s,d
e,f,f,n,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,y,d
e,f,f,g,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,y,d
e,f,f,n,w,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,k,v,d
e,x,y,n,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,x,f,e,g,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,f,s,w,w,f,n,f,w,b,n,e,t,f,s,w,p,w,o,e,n,s,g
e,x,y,g,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,y,d
e,x,f,e,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,v,d
e,f,f,n,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,n,g,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,g,w,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,n,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,v,d
e,x,f,g,p,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,y,d
e,x,y,n,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,n,w,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,n,p,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,n,y,d
e,x,y,g,w,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,e,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,n,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,y,d
p,x,f,g,n,f,f,f,c,b,g,b,e,k,k,b,p,w,o,l,h,y,p
e,f,f,g,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,v,d
e,x,y,e,g,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,v,d
p,x,f,g,p,f,f,f,c,b,h,b,e,k,k,b,p,w,o,l,h,v,d
e,x,y,e,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,v,d
e,x,f,e,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,v,d
p,x,f,g,b,f,f,f,c,b,h,b,e,k,k,n,p,w,o,l,h,y,d
p,x,f,p,w,f,c,f,w,n,n,b,e,s,s,w,p,w,o,p,n,s,d
e,x,f,g,w,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,k,v,d
e,f,f,g,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,g,w,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,g,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,g,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,v,d
e,f,f,g,g,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,g,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,n,y,d
e,x,f,e,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,v,d
e,x,f,n,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,n,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,y,d
e,f,f,n,p,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,n,v,d
e,f,f,g,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,g,w,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,y,d
e,x,y,n,p,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,e,p,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,v,d
e,f,f,n,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,v,d
e,x,y,g,p,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,n,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,y,d
p,x,f,w,w,f,c,f,c,n,g,b,e,s,s,w,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,u,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,e,p,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,n,g,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,y,d
e,f,f,g,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,v,d
e,x,f,e,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
p,x,f,g,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,y,d
e,x,y,e,w,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,y,d
e,f,f,g,g,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,v,d
e,f,y,e,w,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,v,d
e,x,f,e,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,v,d
p,x,f,g,b,f,f,f,c,b,p,b,e,k,k,p,p,w,o,l,h,v,g
e,x,y,n,w,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,y,d
e,x,y,n,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,v,d
e,x,y,n,g,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,v,d
e,x,y,n,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,g,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,y,d
e,x,y,n,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,y,d
e,x,f,g,g,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,y,d
e,x,y,e,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,e,p,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,v,d
e,x,y,g,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,v,d
e,f,f,e,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,v,d
e,f,f,n,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,v,d
e,x,y,g,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,v,d
e,x,y,g,p,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,e,p,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,k,v,d
e,f,f,n,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,v,d
e,f,f,n,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,n,v,d
e,x,y,e,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,y,d
e,x,y,n,p,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,v,d
e,f,f,n,w,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,y,d
e,f,f,n,p,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,n,v,d
p,x,f,g,b,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
e,x,f,g,w,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,n,g,t,n,f,c,b,w,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,g,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,g,p,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,g,g,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,v,d
e,f,f,n,w,t,n,f,c,b,u,b,t,s,s,w,p,w,o,p,k,y,d
e,f,f,g,g,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,y,d
e,x,y,n,p,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,k,v,d
e,x,f,e,p,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,k,y,d
e,f,f,n,g,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,v,d
p,x,f,g,p,f,f,f,c,b,g,b,e,k,k,n,p,w,o,l,h,v,p
e,x,f,e,p,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,n,v,d
e,f,f,n,g,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,v,d
e,x,f,e,w,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,k,y,d
e,x,f,e,w,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,v,d
e,x,y,e,p,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,k,y,d
e,f,y,g,p,t,n,f,c,b,w,b,t,s,s,w,p,w,o,p,n,v,d
e,f,f,n,w,t,n,f,c,b,u,b,t,s,s,g,p,w,o,p,n,y,d
e,x,f,g,g,t,n,f,c,b,n,b,t,s,s,g,p,w,o,p,n,y,d
e,f,f,g,p,t,n,f,c,b,p,b,t,s,s,g,p,w,o,p,k,v,d
e,x,y,n,w,t,n,f,c,b,w,b,t,s,s,p,p,w,o,p,k,y,d
